name,officePhone,Officefax,Website,Email,lastUpdated,companyType,hospitalOwnedorAffiliated,hoursOfOperation,UCAOACertifiedUrgentCareIssued,certificationValidThrough,aboutTheCompany,companyCategories,city,state,country,zip,Address1,Address2,url
IMMEDIATE CARE OF OKLAHOMA EDMOND COVELL,405 216-5373 (Phone),,http://www.immediatecareok.com/,kpenwell@immediatecareok.com,3/8/2018,Member Clinic,,"as of 3/8/18: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Edmond,Oklahoma,United States,73003,Immediate Care of   Covell,805 W Covell Rd,http://ucaoa.site-ym.com/members/?id=25882176
LI URGENT CARE WEST BABYLON,631 716-5463 (Phone),,http://www.li-urgent-care.com/,info@li-urgent-care.com,4/16/2018,Member Clinic,,"as of 8/2/17: M-F: 8am-8pm, Sat-Sun: 9am-5pm",2015 - Q1,2021 - Q2,,,West Babylon,New York,United States,11704-6518,LI Urgent Care ,403 Little East Neck Rd,http://ucaoa.site-ym.com/members/?id=25883543
FIVE STAR URGENT CARE FAIRMOUNT,315 401-0754 (Phone),,http://www.fivestaruc.com/,Michelle.Waddell@5staruc.com,1/22/2018,Member Clinic,N,M-Sun: 8am - 8pm,2014 - Q4,2018 - Q1,,,Fairmount,New York,United States,13219-2012,Five Star Urgent Care ,3504 West Genesee Street,http://ucaoa.site-ym.com/members/?id=25956957
PROMPTU IMMEDIATE CARE SCHERTZ,210 437-2699 (Phone),,http://www.promptucare.com/,sreilly@promptucare.com,1/31/2018,Member Clinic,Y,,2014 - Q2,2017 - Q2,,,Schertz,Texas,United States,78154-2469,Promptu Immediate Care ,1264 FM 78,http://ucaoa.site-ym.com/members/?id=25966227
OCHSNER URGENT CXARE MANDEVILLE,985 778-2510 (Phone),,https://www.ochsner.org/,info@millennium-healthcare.net,12/22/2017,Member Clinic,Y,,,,,,Mandeville,Louisiana,United States,70471-3253,Ochsner Urgent Cxare ,2735 Highway 190,http://ucaoa.site-ym.com/members/?id=25969055
OCHSNER URGENT CARE HOUMA,985 262-8015 (Phone),,https://www.ochsner.org/,info@millennium-healthcare.net,12/22/2017,Member Clinic,Y,,,,,,Houma,Louisiana,United States,70360-1715,Ochsner Urgent Care ,5922 W Main St,http://ucaoa.site-ym.com/members/?id=25969066
OCHSNER URGENT CARE & OCC HEALTH WEST BANK,504 309-5015 (Phone),,https://www.ochsner.org/,info@mhmurgentcare.com,12/22/2017,Member Clinic,Y,,,,,,Marrero,Louisiana,United States,70072-4308,1625 Barataria Blvd,Ste A,http://ucaoa.site-ym.com/members/?id=25969498
AFC COLUMBUS,706 243-0174 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Columbus,Georgia,United States,31909-5681,6509 Gateway Rd,,http://ucaoa.site-ym.com/members/?id=26018384
AFC PRADO,678 916-2129 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Sandy Springs,Georgia,United States,30342-1162,5610 Roswell Rd,Ste 100,http://ucaoa.site-ym.com/members/?id=26018385
AFC WOODSTOCK,770 200-1220 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Woodstock,Georgia,United States,30189,6440 Bells Ferry Road,,http://ucaoa.site-ym.com/members/?id=26018386
AFC MARIETTA,678 348-5119 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Marietta,Georgia,United States,30064-2703,3481 Ernest W Barrett Pkwy SW,,http://ucaoa.site-ym.com/members/?id=26018387
AFC NASHVILLE SOUTH,615 760-1946 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Nashville,Tennessee,United States,37211-6502,5826 Nolensville Pike,,http://ucaoa.site-ym.com/members/?id=26018390
AFC LOOKOUT VALLEY,423 822-5942 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Chattanooga,Tennessee,United States,37419-2311,3520 Cummings Hwy,,http://ucaoa.site-ym.com/members/?id=26018392
AFC SOUTH COLLEGE,334 758-2020 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Auburn,Alabama,United States,36832-6615,1902 S College St,,http://ucaoa.site-ym.com/members/?id=26018394
AFC FAIRHOPE,251 517-8055 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Fairhope,Alabama,United States,36532-4520,10040A County Road 48,,http://ucaoa.site-ym.com/members/?id=26018395
AFC CULLMAN,256 297-2548 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Cullman,Alabama,United States,35055-5547,1841 Cherokee Ave SW,,http://ucaoa.site-ym.com/members/?id=26018396
AFC PACE,850 304-0694 (Phone),,https://www.afcurgentcare.com/,,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Pace,Florida,United States,32571-1403,4713 Highway 90,,http://ucaoa.site-ym.com/members/?id=26018397
CAREXPRESS SUMMIT,806 350-3010 (Phone),,http://www.carexpressfmc.com/,janicehodges@fmclp.com,12/22/2017,Member Clinic,,,,,,,Amarillo,Texas,United States,79121-1446,7306 SW 34th Ave,Ste 3,http://ucaoa.site-ym.com/members/?id=26066971
CAREXPRESS ON GEORGIA,806 350-3000 (Phone),,http://www.carexpressfmc.com/,janicehodges@fmclp.com,2/19/2018,Member Clinic,,,,,,,Amarillo,Texas,United States,79109-1978,2701 S Georgia St,Ste 1,http://ucaoa.site-ym.com/members/?id=26066993
CAREXPRESS IN CANYON,806 655-2104 (Phone),"
806 655-0522 (Fax)",http://www.carexpressfmc.com/,janicehodges@fmclp.com,2/19/2018,Member Clinic,,,,,,,Canyon,Texas,United States,79015-4645,CareXpress in  ,911 23rd St,http://ucaoa.site-ym.com/members/?id=26067002
DWELL FAMILY DOCTORS MASSAPEQUA,516 597-4242 (Phone),,http://www.dwellfamilydoctors.com/,sconforti@dwellfamilydoctors.com,12/22/2017,Member Clinic,N,,2014 - Q2,2020 - Q4,,,Massapequa,New York,United States,11758-1262,Dwell Family Doctors ,808 Hicksville Rd,http://ucaoa.site-ym.com/members/?id=26168160
DWELL FAMILY DOCTORS GLENDALE,718 847-8500 (Phone),,http://www.urgentcarewalkin.com/,sconforti@dwellfamilydoctors.com,12/22/2017,Member Clinic,N,,2014 - Q3,2020 - Q4,,,Glendale,New York,United States,11385-8001,Dwell Family Doctors ,8989 Union Tpke,http://ucaoa.site-ym.com/members/?id=26168235
EMERGEORTHO OUCH WILSON,252 243-9629 (Phone),"
252 243-0915 (Fax)",http://triangleortho.com/urgent-care.asp,tdimmig@triangleortho.com,12/22/2017,Member Clinic,,M-F: 1pm - 7:30pm,,,,,Wilson,North Carolina,United States,27893-3412,EmergeOrtho OUCH ,1803 Forest Hills Rd W,http://ucaoa.site-ym.com/members/?id=26172040
NORTHSTAR MEDICAL CLINIC,530 582-6594 (Phone),,http://www.cepamerica.com/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Truckee,California,United States,96161-4312,2104 N Village Dr,,http://ucaoa.site-ym.com/members/?id=26194344
ADVENTIST MEDICAL CENTER - DINUBA,559 591-4166 (Phone),,https://www.adventisthealth.org/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Dinuba,California,United States,93618-1500,Adventist Medical Center - ,444 W El Monte Way,http://ucaoa.site-ym.com/members/?id=26194394
KAWEAH DELTA URGENT CARE CLINIC,559 624-6090 (Phone),,http://www.kaweahdelta.org/,jleal@kdhcd.org,12/22/2017,Member Clinic,Y,M-Sun: 8am - 10pm,,,,,Visalia,California,United States,93277-4945,1633 S Court St,,http://ucaoa.site-ym.com/members/?id=26194399
SEQUOIA PROMPT CARE,559 624-5800 (Phone),,http://sequoiapromptcare.org/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Visalia,California,United States,93292-3643,1110 S Ben Maddox Way,Ste B,http://ucaoa.site-ym.com/members/?id=26194408
METRO URGICARE,718 294-8888 (Phone),,http://www.essenmd.com/,mhirschhorn@essenmd.com,12/22/2017,Member Clinic,,"as of 8/2/17: M-F: 9am-9pm, Sat-Sun: 9am-5pm",2014 - Q3,2020 - Q3,,,Bronx,New York,United States,10452-1503,1550 Dr Martin L King Jr Blvd,,http://ucaoa.site-ym.com/members/?id=26207281
PROHEALTH URGENT CARE MORRIS PARK,929 777-9082 (Phone),,http://www.prohealthcare.com/,DBeltran@prohealthcare.com,12/22/2017,Member Clinic,N,,2014 - Q2,2020 - Q3,,,Bronx,New York,United States,10461-1410,1049 Morris Park Ave,,http://ucaoa.site-ym.com/members/?id=26592378
PROHEALTH URGENT CARE CARROLL GARDENS,718 625-1600 (Phone),,http://www.prohealthcare.com/,DBeltran@prohealthcare.com,2/6/2018,Member Clinic,N,,2015 - Q1,2021 - Q1,,,Brooklyn,New York,United States,11231-4334,330 Court St,,http://ucaoa.site-ym.com/members/?id=26592409
PROHEALTH URGENT CARE JERICHO,516 597-5070 (Phone),,http://www.prohealthcare.com/,DBeltran@prohealthcare.com,12/22/2017,Member Clinic,N,,2014 - Q2,2020 - Q3,,,Jericho,New York,United States,11753-2134,ProHEALTH Urgent Care ,555 N Broadway,http://ucaoa.site-ym.com/members/?id=26592421
"MEDPOST URGENT CARE ANAHEIM HILLS, CA",714 831-5869 (Phone),,https://medpost.com/urgent-care-clinics/anaheim-hills-ca,crlew@live.com,4/3/2018,Member Clinic,,"M-F: 8am - 8pm, S/S: 9am - 5pm",2014 - Q3,2017 - Q3,,,Anaheim,California,United States,92808-1962,"MedPost Urgent Care  Hills, CA",751 S Weir Canyon Rd,http://ucaoa.site-ym.com/members/?id=26593274
"MEDPOST URGENT CARE CERRITOS, CA",562 521-1139 (Phone),,https://medpost.com/urgent-care-clinics/cerritos-ca,becky.kizil@carespot.com,4/3/2018,Member Clinic,,"M-F: 8am - 8pm, S/S: 9am - 5pm",2014 - Q3,2017 - Q3,,,Cerritos,California,United States,90703,"MedPost Urgent Care , CA",13299 E. South Street,http://ucaoa.site-ym.com/members/?id=26593371
"MEDPOST KIDS EAST EL PASO, TX",915 856-0008 (Phone),,http://www.medpost.com/,venessa.tellez@carespot.com,12/22/2017,Member Clinic,,,2014 - Q2,2017 - Q2,,,El Paso,Texas,United States,79938,"MedPost Kids East , TX",12371 Edgemere Blvd,http://ucaoa.site-ym.com/members/?id=26593635
CAREPLUS FAMILY MEDICAL,256 279-7200 (Phone),"
256 279-5757 (Fax)",http://www.careplusfamilymedical.com/,careplusfamilymedical@gmail.com,4/10/2018,Member Clinic,N,as of 8/1/17: Daily 8am-6pm,,,,,Albertville,Alabama,United States,35950-0157,8914 US Highway 431,,http://ucaoa.site-ym.com/members/?id=26595013
HEALTHCARE PARTNERS CALVADA URGENT CARE,775 727-5500 (Phone),,http://www.hcpnv.com/,csimmons@hcpnv.com,4/16/2018,Member Clinic,,as of 8/1/17: M-Sat: 8am-8pm,2014 - Q2,2017 - Q2,,,Pahrump,Nevada,United States,89048-5807,1397 South Loop Rd.,,http://ucaoa.site-ym.com/members/?id=26595573
"MEDPOST URGENT CARE NORTH ROCKWALL, TX",972 722-0011 (Phone),,https://medpost.com/urgent-care-clinics/north-rockwall-tx,giana.garza@medpost.com,12/22/2017,Member Clinic,,,2014 - Q2,2017 - Q2,,,Rockwall,Texas,United States,75087-7049,"MedPost Urgent Care North , TX",3090 N Goliad St,http://ucaoa.site-ym.com/members/?id=26647232
MD NOW URGENT CARE CYPRESS CREEK,954 492-2035 (Phone),,http://www.mymdnow.com/,dschuler@mdnow.com,3/12/2018,Member Clinic,N,M-Sun: 8am - 8pm,2014 - Q3,2020 - Q3,,,Fort Lauderdale,Florida,United States,33309-2130,6300 N Andrews Ave,,http://ucaoa.site-ym.com/members/?id=26727139
MD NOW URGENT CARE NORTH MIAMI,305 379-4442 (Phone),,http://www.mymdnow.com/,pldoc@aol.com,3/12/2018,Member Clinic,N,M-Sun: 8am - 8pm,2014 - Q3,2020 - Q3,,,North Miami,Florida,United States,33181-2522,MD Now Urgent Care ,12555 Biscayne Blvd,http://ucaoa.site-ym.com/members/?id=26733272
MIDDLESEX HOSPITAL URGENT CARE,203 779-5207 (Phone),,http://www.middlesexhospital.org/urgent-care,susan.martin@midhosp.org,12/22/2017,Member Clinic,Y,,,,,,Madison,Connecticut,United States,06443-3018,146 Samson Rock Dr,,http://ucaoa.site-ym.com/members/?id=26739402
PHYSICIANS IMMEDIATE CARE NORTH CENTER,773 739-9200 (Phone),,http://visitphysicians.com/,,12/22/2017,Member Clinic,N,,2016 - Q4,2019 - Q4,,,Chicago,Illinois,United States,60618-3741,3909 N Western Ave,Ste 1,http://ucaoa.site-ym.com/members/?id=26744553
PHYSICIANS IMMEDIATE CARE OLD TOWN,312 643-5606 (Phone),,http://visitphysicians.com/,,12/22/2017,Member Clinic,N,,2016 - Q4,2019 - Q4,,,Chicago,Illinois,United States,60610-1315,121 W North Ave,,http://ucaoa.site-ym.com/members/?id=26744554
RIGHTTIME MEDICAL CARE PIKESVILLE,888 808-6483 (Phone),,https://www.myrighttime.com/pikesville,cmorgan@myrighttime.com,1/2/2018,Member Clinic,,,2014 - Q3,2020 - Q4,,,Pikesville,Maryland,United States,21208-1304,Righttime Medical Care ,1807 Reisterstown Rd,http://ucaoa.site-ym.com/members/?id=26752527
URGENT-MD CEDARHURST,516 487-4368 (Phone),,http://www.urgent-md.com/,,12/22/2017,Member Clinic,,,2015 - Q3,2018 - Q3,,,Cedarhurst,New York,United States,11516-1122,380 Rockaway Tpke,,http://ucaoa.site-ym.com/members/?id=26827078
URGENT-MD KEW GARDEN HILLS,516 487-4368 (Phone),,http://www.urgent-md.com/,,12/22/2017,Member Clinic,,,,,,,Flushing,New York,United States,11367-1723,6940 Main St,,http://ucaoa.site-ym.com/members/?id=26827079
ST.JOSEPH'S/CANDLER IMMEDIATE CARE BLUFFTON,843 815-9119 (Phone),,http://yourimmediatecarecenters.com/,,12/22/2017,Member Clinic,,,,,,,Bluffton,South Carolina,United States,29910,3Â  Progressive Street,,http://ucaoa.site-ym.com/members/?id=26827285
ST.JOSEPH'S/CANDLER IMMEDIATE CARE POOLER,912 450-1945 (Phone),,http://yourimmediatecarecenters.com/,,12/22/2017,Member Clinic,,,,,,,Pooler,Georgia,United States,31322-4016,107 Canal St,,http://ucaoa.site-ym.com/members/?id=26827286
THE DOCTORS' OFFICE URGENT CARE - BRICK,732 262-8200 (Phone),,http://www.thedoctorsofficeurgentcare.com/,dmarasco@medexcelusa.com,3/15/2018,Member Clinic,,,2014 - Q3,2021 - Q1,,,Brick,New Jersey,United States,08723-4026,The Doctors' Office Urgent Care - ,686 Route 70,http://ucaoa.site-ym.com/members/?id=26827401
THE DOCTORS' OFFICE URGENT CARE - MANALAPAN,732 414-2991 (Phone),,http://www.thedoctorsofficeurgentcare.com/,dmarasco@medexcelusa.com,3/16/2018,Member Clinic,,,2014 - Q3,2021 - Q1,,,Manalapan,New Jersey,United States,07726-3250,The Doctors' Office Urgent Care - ,120 Craig Rd,http://ucaoa.site-ym.com/members/?id=26827402
IMA MEDICAL CARE MIDDLETOWN,732 471-0400 (Phone),"
732 471-7949 (Fax)",http://imamd.com/,lkochanek@imamd.com,12/22/2017,Member Clinic,N,,2015 - Q3,2018 - Q3,,,Port Monmouth,New Jersey,United States,07758-1359,363 State Route 36,,http://ucaoa.site-ym.com/members/?id=26827403
NEXT LEVEL URGENT CARE CHAMPIONS,281 809-6615 (Phone),,http://www.nextlevelurgentcare.com/,info@nextlevelurgentcare.com,3/15/2018,Member Clinic,,"as of 11/22/17: M-F: 7am - 9pm, S/S: 7am - 9pm",,,,,Spring,Texas,United States,77379-7141,15882 Champion Forest Dr,,http://ucaoa.site-ym.com/members/?id=26829200
NEXT LEVEL URGENT CARE MEYERLAND,731 893-1223 (Phone),,http://www.nextlevelurgentcare.com/,info@nextlevelurgentcare.com,3/15/2018,Member Clinic,,"as of 11/21/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Houston,Texas,United States,77096-1605,4936 Beechnut St,,http://ucaoa.site-ym.com/members/?id=26829205
NEXT LEVEL URGENT CARE CINCO RANCH,281 907-9646 (Phone),,http://www.nextlevelurgentcare.com/cinco-ranch-urgent-care.htm,info@nextlevelurgentcare.com,3/15/2018,Member Clinic,,"as of 11/22/17: M-F: 7am - 9pm, S/S: 7am - 9pm",,,,,Katy,Texas,United States,77494-4154,10705 Spring Green Blvd,Ste 600,http://ucaoa.site-ym.com/members/?id=26848110
NEXT LEVEL URGENT CARE LONG MEADOW,832 304-2309 (Phone),,http://www.nextlevelurgentcare.com/long-meadow-urgent-care.htm,info@nextlevelurgentcare.com,3/15/2018,Member Clinic,,"as of 11/22/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Richmond,Texas,United States,77407-8656,7101 W Grand Pkwy S,Ste 180,http://ucaoa.site-ym.com/members/?id=26848112
TOTAL ACCESS URGENT CARE ST. LOUIS HILLS,314 899-9344 (Phone),,http://www.totalaccessurgentcare.com/,creno@tauc.com,12/22/2017,Member Clinic,,,2014 - Q2,2020 - Q2,,,Saint Louis,Missouri,United States,63109-3038,6900 Chippewa St,,http://ucaoa.site-ym.com/members/?id=26854352
CITYMD BAY RIDGE,718 530-1155 (Phone),,https://www.citymd.com/,apark@citymd.net,12/22/2017,Member Clinic,N,"as of 12/8/17: M-F: 8am - 8pm, S/S: 9am - 6pm",2014 - Q2,2020 - Q2,,,Brooklyn,New York,United States,11209-5110,8712 4th Ave,,http://ucaoa.site-ym.com/members/?id=26871591
CITYMD LAKE GROVE,631 731-4449 (Phone),,https://www.citymd.com/,apark@citymd.net,12/22/2017,Member Clinic,N,"as of 12/8/17: M-F: 9am - 9pm, S/S: 9am - 7pm",2014 - Q2,2020 - Q2,,,Lake Grove,New York,United States,11755-1002,CityMD ,1995 Nesconset Hwy,http://ucaoa.site-ym.com/members/?id=26872245
CITYMD MASSAPEQUA,516 998-1024 (Phone),,https://www.citymd.com/,apark@citymd.net,12/22/2017,Member Clinic,N,"as of 12/8/17: M-F: 8am - 8pm, S/S: 8am - 5pm",2014 - Q2,2020 - Q2,,,Massapequa,New York,United States,11758-5346,CityMD ,4410 Sunrise Hwy,http://ucaoa.site-ym.com/members/?id=26872291
CITYMD MERRICK,516 584-4448 (Phone),,https://www.citymd.com/,apark@citymd.net,12/22/2017,Member Clinic,N,"as of 12/8/17: M-F: 8am - 8pm, S/S: 8am - 5pm",2014 - Q2,2020 - Q2,,,Merrick,New York,United States,11566-4643,CityMD ,1989  Rd,http://ucaoa.site-ym.com/members/?id=26872359
CARENOW RAYTOWN,816 256-4089 (Phone),"
816 256-4089 (Fax)",http://kansascity.carenow.com/,Vincent.Teglia@HCAHealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Raytown,Missouri,United States,64133-6509,CareNow ,9490 E State Route 350,http://ucaoa.site-ym.com/members/?id=26898768
CARESPOT BARTLETT,901 562-0933 (Phone),,http://www.carespot.com/,keisha.greene@carespot.com,12/22/2017,Member Clinic,,,,,,,Bartlett,Tennessee,United States,38134-2868,CareSpot ,3025 Kirby Whitten Rd,http://ucaoa.site-ym.com/members/?id=26898770
CARENOW LEAWOOD,913 305-3167 (Phone),"
913 383-2892 (Fax)",http://kansascity.carenow.com/,Jacshelle.Sasser@HCAHealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Leawood,Kansas,United States,66206-2031,CareNow ,3500 W 95th St,http://ucaoa.site-ym.com/members/?id=26898771
CARESPOT CORAL SPRINGS,954 780-8134 (Phone),,http://www.carespot.com/,keisha.greene@carespot.com,12/22/2017,Member Clinic,,,,,,,Coral Springs,Florida,United States,33071-6620,CareSpot ,1205 N University Dr,http://ucaoa.site-ym.com/members/?id=26898772
CARENOW OVERLAND PARK NORTH,913 227-4631 (Phone),"
913 652-6537 (Fax)",http://kansascity.carenow.com/,Jacshelle.Sasser@HCAHealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Overland Park,Kansas,United States,66212-4059,CareNow  North,9507 Antioch Rd,http://ucaoa.site-ym.com/members/?id=26898773
CARENOW OVERLAND PARK SOUTH,913 814-3788 (Phone),"
913 814-3766 (Fax)",http://kansascity.carenow.com/,Caroline.Rogers@HCAHealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Overland Park,Kansas,United States,66223-2124,CareNow  South,7935 W 151st St,http://ucaoa.site-ym.com/members/?id=26898774
CARENOW LEE'S SUMMIT,816 600-4075 (Phone),"
816 600-4075 (Fax)",http://kansascity.carenow.com/,Vincent.Teglia@HCAHealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Lee's Summit,Missouri,United States,64081,CareNow ,228 NW Oldham Pkwy,http://ucaoa.site-ym.com/members/?id=26898775
CARENOW COOL SPRINGS,615 656-3239 (Phone),,http://nashville.carenow.com/,carrie.transley@hcahealthcare.com,8 hours ago,Member Clinic,Y,,,,,,Franklin,Tennessee,United States,37067-8213,2017 Mallory Ln,,http://ucaoa.site-ym.com/members/?id=26898777
CARESPOT WEST PINES,954 889-5823 (Phone),,http://www.carespot.com/,keisha.greene@carespot.com,12/22/2017,Member Clinic,,,,,,,Pembroke Pines,Florida,United States,33029-1417,18203 Pines Blvd,,http://ucaoa.site-ym.com/members/?id=26898780
CARENOW DONELSON,615 610-1756 (Phone),,http://nashville.carenow.com/,carrie.transley@hcahealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Nashville,Tennessee,United States,37214-2411,2372 Lebanon Pike,,http://ucaoa.site-ym.com/members/?id=26898781
CARENOW WEST END,615 866-4238 (Phone),,http://nashville.carenow.com/,april.sloss@hcahealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Nashville,Tennessee,United States,37203-1029,3404 West End Ave,Ste 101,http://ucaoa.site-ym.com/members/?id=26898783
CARESPOT ALTAMONTE SPRINGS,321 319-0212 (Phone),,http://www.carespot.com/,keisha.greene@carespot.com,12/22/2017,Member Clinic,,,,,,,Altamonte Springs,Florida,United States,32701-4704,CareSpot ,512 E Altamonte Dr,http://ucaoa.site-ym.com/members/?id=26898784
CARESPOT MIDDLEBURG,904 406-8240 (Phone),,http://www.carespot.com/,keisha.greene@carespot.com,12/22/2017,Member Clinic,,,,,,,Middleburg,Florida,United States,32068-3836,CareSpot ,1708 Blanding Blvd,http://ucaoa.site-ym.com/members/?id=26898785
CARENOW MT. JULIET,615 541-4545 (Phone),,http://nashville.carenow.com/,norma.leos@hcahealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Mount Juliet,Tennessee,United States,37122-6483,669 S  Rd,,http://ucaoa.site-ym.com/members/?id=26898787
CARESPOT YULEE,904 572-1959 (Phone),,http://www.carespot.com/,keisha.greene@carespot.com,12/22/2017,Member Clinic,,,,,,,Yulee,Florida,United States,32097-6342,CareSpot ,463941 State Road 200,http://ucaoa.site-ym.com/members/?id=26898788
CARENOW MURFREESBORO,615 410-4099 (Phone),,http://nashville.carenow.com/,april.sloss@hcahealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Murfreesboro,Tennessee,United States,37129-1755,CareNow ,1340 NW Broad St,http://ucaoa.site-ym.com/members/?id=26898789
CARENOW SOUTH KANSAS CITY,816 256-3095 (Phone),"
816 942-3878 (Fax)",http://kansascity.carenow.com/,Caroline.Rogers@HCAHealthcare.com,12/22/2017,Member Clinic,Y,,,,,,Kansas City,Missouri,United States,64145-1669,CareNow South ,13551 Madison Ave,http://ucaoa.site-ym.com/members/?id=26898791
CITYMD FOREST HILLS,718 280-1245 (Phone),,https://www.citymd.com/,svicioso@citymd.net,12/22/2017,Member Clinic,N,"as of 12/8/17: M-F: 8am - 8pm, S/S: 8am - 6pm",2014 - Q3,2020 - Q2,,,Forest Hills,New York,United States,11375-1033,CityMD ,7049 Austin St,http://ucaoa.site-ym.com/members/?id=27107511
CITYMD YONKERS,914 219-0393 (Phone),,https://www.citymd.com/,svicioso@citymd.net,12/22/2017,Member Clinic,N,"as of 12/8/17: M-F: 8am - 8pm, S/S: 9am - 6pm",2014 - Q3,2020 - Q2,,,Yonkers,New York,United States,10710,CityMD ,2393 Central Park Avenue,http://ucaoa.site-ym.com/members/?id=27107661
JUNCTION CITY URGENT CARE,541 998-6750 (Phone),,http://www.eugeneurgentcare.com/,jdowns@eugeneurgentcare.com,12/22/2017,Member Clinic,,,,,,,Junction City,Oregon,United States,97448-1313,Urgent Care,355 W 3rd Ave,http://ucaoa.site-ym.com/members/?id=27179250
CLEARCHOICEMD BERLIN,802 744-0138 (Phone),,http://www.ccmdcenters.com/,info@ccmdcenters.com,12/22/2017,Member Clinic,,,,,,,Barre,Vermont,United States,05641-2305,798 US Route 302,,http://ucaoa.site-ym.com/members/?id=27180571
CLEARCHOICEMD ST. ALBANS,802 528-5793 (Phone),,http://www.ccmdcenters.com/,info@ccmdcenters.com,12/22/2017,Member Clinic,,,,,,,Saint Albans,Vermont,United States,05478-2615,178 Swanton Rd,,http://ucaoa.site-ym.com/members/?id=27180577
GOLDEN GATE URGENT CARE WEST PORTAL,415 821-8798 (Phone),,http://goldengateurgentcare.com/,kunzel@goldengateurgentcare.com,12/22/2017,Member Clinic,,"as of 8/11/17: M-F: 7am - 10pm, S/S: 8am - 6pm",2014 - Q3,2017 - Q4,,,San Francisco,California,United States,94127-1305,199 W Portal Ave,,http://ucaoa.site-ym.com/members/?id=27180620
VELOCITYCARE BLACKSBURG,540 961-8040 (Phone),,http://www.carilionclinic.org/locations/,mblowery@carilionclinic.org,12/22/2017,Member Clinic,,,2017 - Q3,2020 - Q3,,,Blacksburg,Virginia,United States,24060-3305,VelocityCare ,215 Gilbert St,http://ucaoa.site-ym.com/members/?id=27301755
FASTMED URGENT CARE TOMBALL,832 843-7135 (Phone),,http://www.fastmed.com/,j.pendola@fastmed.com,1/4/2018,Member Clinic,,,,,,,Tomball,Texas,United States,77377-5552,FastMed Urgent Care ,14080 Fm 2920 Rd,http://ucaoa.site-ym.com/members/?id=27417342
FASTMED URGENT CARE WACO,254 420-2336 (Phone),,http://www.fastmed.com/,j.pendola@fastmed.com,1/4/2018,Member Clinic,,,,,,,Waco,Texas,United States,76712-6977,FastMed Urgent Care ,5400 Crosslake Pkwy,http://ucaoa.site-ym.com/members/?id=27417344
FASTMED URGENT CARE AUSTIN/RIVER PLACE,512 373-8583 (Phone),,http://www.fastmed.com/,j.pendola@fastmed.com,1/4/2018,Member Clinic,,,,,,,Austin,Texas,United States,78730-1163,FastMed Urgent Care /River Place,6611 River Place Blvd,http://ucaoa.site-ym.com/members/?id=27417346
FASTMED URGENT CARE SAN ANTONIO NACOGDOCHES,210 665-0100 (Phone),,http://www.fastmed.com/,j.pendola@fastmed.com,1/4/2018,Member Clinic,,,,,,,San Antonio,Texas,United States,78217-1296,FastMed Urgent Care  Nacogdoches,13909 Nacogdoches Rd,http://ucaoa.site-ym.com/members/?id=27417348
